Series,Year,Deaths
15-49 years old,2002,8
15-49 years old,2003,7
15-49 years old,2004,6
15-49 years old,2005,5
15-49 years old,2006,5
15-49 years old,2007,5
15-49 years old,2008,6
15-49 years old,2009,5
15-49 years old,2010,4
15-49 years old,2011,5
15-49 years old,2012,4
15-49 years old,2013,4
15-49 years old,2014,4
15-49 years old,2015,4
15-49 years old,2016,5
15-49 years old,2017,5
15-49 years old,2018,5
15-49 years old,2019,5
15-49 years old,1990,45
15-49 years old,1991,46
15-49 years old,1992,49
15-49 years old,1993,53
15-49 years old,1994,59
15-49 years old,1995,69
15-49 years old,1996,73
15-49 years old,1997,76
15-49 years old,1998,82
15-49 years old,1999,85
15-49 years old,2000,84
15-49 years old,2001,82
15-49 years old,2002,80
15-49 years old,2003,80
15-49 years old,2004,78
15-49 years old,2005,78
15-49 years old,2006,76
15-49 years old,2007,74
15-49 years old,2008,74
15-49 years old,2009,73
15-49 years old,2010,74
15-49 years old,2011,73
15-49 years old,2012,70
15-49 years old,2013,67
15-49 years old,2014,64
15-49 years old,2015,61
15-49 years old,2016,60
15-49 years old,2017,57
15-49 years old,2018,57
15-49 years old,2019,57
15-49 years old,1990,1
15-49 years old,1991,1
15-49 years old,1992,1
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,1
15-49 years old,2001,1
15-49 years old,2002,1
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,1
15-49 years old,2010,1
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,15
15-49 years old,1991,14
15-49 years old,1992,14
15-49 years old,1993,15
15-49 years old,1994,16
15-49 years old,1995,18
15-49 years old,1996,20
15-49 years old,1997,22
15-49 years old,1998,21
15-49 years old,1999,18
15-49 years old,2000,18
15-49 years old,2001,18
15-49 years old,2002,17
15-49 years old,2003,19
15-49 years old,2004,20
15-49 years old,2005,21
15-49 years old,2006,22
15-49 years old,2007,22
15-49 years old,2008,21
15-49 years old,2009,21
15-49 years old,2010,21
15-49 years old,2011,21
15-49 years old,2012,20
15-49 years old,2013,18
15-49 years old,2014,17
15-49 years old,2015,16
15-49 years old,2016,16
15-49 years old,2017,17
15-49 years old,2018,16
15-49 years old,2019,16
15-49 years old,1990,366
15-49 years old,1991,376
15-49 years old,1992,389
15-49 years old,1993,397
15-49 years old,1994,406
15-49 years old,1995,414
15-49 years old,1996,424
15-49 years old,1997,440
15-49 years old,1998,457
15-49 years old,1999,469
15-49 years old,2000,493
15-49 years old,2001,506
15-49 years old,2002,522
15-49 years old,2003,548
15-49 years old,2004,564
15-49 years old,2005,562
15-49 years old,2006,553
15-49 years old,2007,538
15-49 years old,2008,521
15-49 years old,2009,510
15-49 years old,2010,503
15-49 years old,2011,504
15-49 years old,2012,501
15-49 years old,2013,497
15-49 years old,2014,492
15-49 years old,2015,487
15-49 years old,2016,485
15-49 years old,2017,491
15-49 years old,2018,486
15-49 years old,2019,486
15-49 years old,1990,1
15-49 years old,1991,1
15-49 years old,1992,1
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,1
15-49 years old,2001,1
15-49 years old,2002,1
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,1
15-49 years old,2010,1
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,7
15-49 years old,1991,7
15-49 years old,1992,7
15-49 years old,1993,8
15-49 years old,1994,8
15-49 years old,1995,9
15-49 years old,1996,8
15-49 years old,1997,9
15-49 years old,1998,8
15-49 years old,1999,8
15-49 years old,2000,7
15-49 years old,2001,7
15-49 years old,2002,7
15-49 years old,2003,7
15-49 years old,2004,6
15-49 years old,2005,6
15-49 years old,2006,6
15-49 years old,2007,5
15-49 years old,2008,5
15-49 years old,2009,4
15-49 years old,2010,4
15-49 years old,2011,4
15-49 years old,2012,4
15-49 years old,2013,3
15-49 years old,2014,2
15-49 years old,2015,3
15-49 years old,2016,2
15-49 years old,2017,2
15-49 years old,2018,3
15-49 years old,2019,3
15-49 years old,1990,70
15-49 years old,1991,63
15-49 years old,1992,57
15-49 years old,1993,53
15-49 years old,1994,50
15-49 years old,1995,48
15-49 years old,1996,46
15-49 years old,1997,44
15-49 years old,1998,43
15-49 years old,1999,42
15-49 years old,2000,40
15-49 years old,2001,39
15-49 years old,2002,37
15-49 years old,2003,35
15-49 years old,2004,33
15-49 years old,2005,32
15-49 years old,2006,30
15-49 years old,2007,29
15-49 years old,2008,27
15-49 years old,2009,26
15-49 years old,2010,24
15-49 years old,2011,23
15-49 years old,2012,21
15-49 years old,2013,20
15-49 years old,2014,20
15-49 years old,2015,19
15-49 years old,2016,18
15-49 years old,2017,17
15-49 years old,2018,16
15-49 years old,2019,16
15-49 years old,1990,2991
15-49 years old,1991,3039
15-49 years old,1992,3076
15-49 years old,1993,3113
15-49 years old,1994,3087
15-49 years old,1995,2998
15-49 years old,1996,2981
15-49 years old,1997,2958
15-49 years old,1998,2928
15-49 years old,1999,2839
15-49 years old,2000,2772
15-49 years old,2001,2705
15-49 years old,2002,2633
15-49 years old,2003,2584
15-49 years old,2004,2503
15-49 years old,2005,2427
15-49 years old,2006,2365
15-49 years old,2007,2295
15-49 years old,2008,2251
15-49 years old,2009,2216
15-49 years old,2010,2125
15-49 years old,2011,2042
15-49 years old,2012,1962
15-49 years old,2013,1918
15-49 years old,2014,1871
15-49 years old,2015,1835
15-49 years old,2016,1839
15-49 years old,2017,1853
15-49 years old,2018,1905
15-49 years old,2019,1916
15-49 years old,1990,3
15-49 years old,1991,3
15-49 years old,1992,3
15-49 years old,1993,3
15-49 years old,1994,2
15-49 years old,1995,2
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,1
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,1
15-49 years old,1991,1
15-49 years old,1992,1
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,1
15-49 years old,2001,1
15-49 years old,2002,1
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,1
15-49 years old,2010,1
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,25
15-49 years old,1991,22
15-49 years old,1992,21
15-49 years old,1993,19
15-49 years old,1994,18
15-49 years old,1995,17
15-49 years old,1996,16
15-49 years old,1997,16
15-49 years old,1998,17
15-49 years old,1999,18
15-49 years old,2000,19
15-49 years old,2001,20
15-49 years old,2002,21
15-49 years old,2003,22
15-49 years old,2004,23
15-49 years old,2005,24
15-49 years old,2006,23
15-49 years old,2007,23
15-49 years old,2008,23
15-49 years old,2009,23
15-49 years old,2010,23
15-49 years old,2011,23
15-49 years old,2012,24
15-49 years old,2013,25
15-49 years old,2014,25
15-49 years old,2015,25
15-49 years old,2016,24
15-49 years old,2017,23
15-49 years old,2018,23
15-49 years old,2019,23
15-49 years old,1990,23
15-49 years old,1991,25
15-49 years old,1992,27
15-49 years old,1993,29
15-49 years old,1994,31
15-49 years old,1995,32
15-49 years old,1996,38
15-49 years old,1997,40
15-49 years old,1998,40
15-49 years old,1999,41
15-49 years old,2000,40
15-49 years old,2001,37
15-49 years old,2002,34
15-49 years old,2003,33
15-49 years old,2004,32
15-49 years old,2005,32
15-49 years old,2006,32
15-49 years old,2007,33
15-49 years old,2008,33
15-49 years old,2009,34
15-49 years old,2010,36
15-49 years old,2011,35
15-49 years old,2012,36
15-49 years old,2013,36
15-49 years old,2014,35
15-49 years old,2015,34
15-49 years old,2016,34
15-49 years old,2017,33
15-49 years old,2018,34
15-49 years old,2019,34
15-49 years old,1990,1
15-49 years old,1991,1
15-49 years old,1992,1
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,2
15-49 years old,2001,2
15-49 years old,2002,2
15-49 years old,2003,2
15-49 years old,2004,2
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,2
15-49 years old,2008,2
15-49 years old,2009,2
15-49 years old,2010,2
15-49 years old,2011,2
15-49 years old,2012,2
15-49 years old,2013,2
15-49 years old,2014,2
15-49 years old,2015,2
15-49 years old,2016,2
15-49 years old,2017,2
15-49 years old,2018,2
15-49 years old,2019,2
15-49 years old,1990,2
15-49 years old,1991,2
15-49 years old,1992,2
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,789
15-49 years old,1991,767
15-49 years old,1992,749
15-49 years old,1993,761
15-49 years old,1994,728
15-49 years old,1995,626
15-49 years old,1996,627
15-49 years old,1997,630
15-49 years old,1998,630
15-49 years old,1999,606
15-49 years old,2000,602
15-49 years old,2001,607
15-49 years old,2002,636
15-49 years old,2003,654
15-49 years old,2004,665
15-49 years old,2005,662
15-49 years old,2006,661
15-49 years old,2007,667
15-49 years old,2008,688
15-49 years old,2009,706
15-49 years old,2010,717
15-49 years old,2011,722
15-49 years old,2012,722
15-49 years old,2013,723
15-49 years old,2014,723
15-49 years old,2015,722
15-49 years old,2016,722
15-49 years old,2017,720
15-49 years old,2018,706
15-49 years old,2019,694
15-49 years old,1990,246
15-49 years old,1991,253
15-49 years old,1992,258
15-49 years old,1993,252
15-49 years old,1994,246
15-49 years old,1995,246
15-49 years old,1996,247
15-49 years old,1997,243
15-49 years old,1998,242
15-49 years old,1999,233
15-49 years old,2000,223
15-49 years old,2001,211
15-49 years old,2002,222
15-49 years old,2003,195
15-49 years old,2004,188
15-49 years old,2005,180
15-49 years old,2006,172
15-49 years old,2007,167
15-49 years old,2008,163
15-49 years old,2009,161
15-49 years old,2010,163
15-49 years old,2011,163
15-49 years old,2012,163
15-49 years old,2013,165
15-49 years old,2014,168
15-49 years old,2015,173
15-49 years old,2016,181
15-49 years old,2017,188
15-49 years old,2018,190
15-49 years old,2019,192
15-49 years old,1990,8
15-49 years old,1991,8
15-49 years old,1992,9
15-49 years old,1993,9
15-49 years old,1994,9
15-49 years old,1995,9
15-49 years old,1996,9
15-49 years old,1997,9
15-49 years old,1998,9
15-49 years old,1999,9
15-49 years old,2000,8
15-49 years old,2001,8
15-49 years old,2002,7
15-49 years old,2003,8
15-49 years old,2004,7
15-49 years old,2005,7
15-49 years old,2006,7
15-49 years old,2007,7
15-49 years old,2008,7
15-49 years old,2009,7
15-49 years old,2010,7
15-49 years old,2011,7
15-49 years old,2012,7
15-49 years old,2013,7
15-49 years old,2014,7
15-49 years old,2015,7
15-49 years old,2016,7
15-49 years old,2017,7
15-49 years old,2018,7
15-49 years old,2019,7
15-49 years old,1990,2
15-49 years old,1991,2
15-49 years old,1992,2
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,127
15-49 years old,1991,130
15-49 years old,1992,135
15-49 years old,1993,138
15-49 years old,1994,145
15-49 years old,1995,157
15-49 years old,1996,170
15-49 years old,1997,186
15-49 years old,1998,199
15-49 years old,1999,203
15-49 years old,2000,204
15-49 years old,2001,205
15-49 years old,2002,206
15-49 years old,2003,199
15-49 years old,2004,193
15-49 years old,2005,187
15-49 years old,2006,181
15-49 years old,2007,178
15-49 years old,2008,172
15-49 years old,2009,170
15-49 years old,2010,168
15-49 years old,2011,167
15-49 years old,2012,160
15-49 years old,2013,191
15-49 years old,2014,225
15-49 years old,2015,267
15-49 years old,2016,326
15-49 years old,2017,405
15-49 years old,2018,384
15-49 years old,2019,378
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,57
15-49 years old,1991,54
15-49 years old,1992,51
15-49 years old,1993,48
15-49 years old,1994,44
15-49 years old,1995,41
15-49 years old,1996,40
15-49 years old,1997,38
15-49 years old,1998,37
15-49 years old,1999,35
15-49 years old,2000,35
15-49 years old,2001,34
15-49 years old,2002,33
15-49 years old,2003,30
15-49 years old,2004,29
15-49 years old,2005,27
15-49 years old,2006,25
15-49 years old,2007,21
15-49 years old,2008,18
15-49 years old,2009,17
15-49 years old,2010,16
15-49 years old,2011,17
15-49 years old,2012,17
15-49 years old,2013,18
15-49 years old,2014,19
15-49 years old,2015,20
15-49 years old,2016,23
15-49 years old,2017,29
15-49 years old,2018,27
15-49 years old,2019,26
15-49 years old,1990,3
15-49 years old,1991,2
15-49 years old,1992,2
15-49 years old,1993,2
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,1
15-49 years old,2001,1
15-49 years old,2002,1
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,2
15-49 years old,2009,2
15-49 years old,2010,2
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,829
15-49 years old,1991,844
15-49 years old,1992,848
15-49 years old,1993,860
15-49 years old,1994,858
15-49 years old,1995,847
15-49 years old,1996,820
15-49 years old,1997,818
15-49 years old,1998,802
15-49 years old,1999,751
15-49 years old,2000,707
15-49 years old,2001,675
15-49 years old,2002,660
15-49 years old,2003,649
15-49 years old,2004,618
15-49 years old,2005,615
15-49 years old,2006,600
15-49 years old,2007,610
15-49 years old,2008,623
15-49 years old,2009,627
15-49 years old,2010,600
15-49 years old,2011,574
15-49 years old,2012,559
15-49 years old,2013,563
15-49 years old,2014,559
15-49 years old,2015,552
15-49 years old,2016,561
15-49 years old,2017,587
15-49 years old,2018,606
15-49 years old,2019,593
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,368
15-49 years old,1991,353
15-49 years old,1992,345
15-49 years old,1993,347
15-49 years old,1994,345
15-49 years old,1995,345
15-49 years old,1996,348
15-49 years old,1997,345
15-49 years old,1998,344
15-49 years old,1999,341
15-49 years old,2000,338
15-49 years old,2001,333
15-49 years old,2002,325
15-49 years old,2003,314
15-49 years old,2004,303
15-49 years old,2005,296
15-49 years old,2006,287
15-49 years old,2007,283
15-49 years old,2008,283
15-49 years old,2009,272
15-49 years old,2010,259
15-49 years old,2011,256
15-49 years old,2012,248
15-49 years old,2013,240
15-49 years old,2014,231
15-49 years old,2015,231
15-49 years old,2016,229
15-49 years old,2017,230
15-49 years old,2018,236
15-49 years old,2019,239
15-49 years old,1990,4
15-49 years old,1991,3
15-49 years old,1992,2
15-49 years old,1993,2
15-49 years old,1994,3
15-49 years old,1995,3
15-49 years old,1996,4
15-49 years old,1997,3
15-49 years old,1998,2
15-49 years old,1999,3
15-49 years old,2000,2
15-49 years old,2001,2
15-49 years old,2002,2
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,29
15-49 years old,1991,29
15-49 years old,1992,31
15-49 years old,1993,32
15-49 years old,1994,32
15-49 years old,1995,31
15-49 years old,1996,31
15-49 years old,1997,32
15-49 years old,1998,31
15-49 years old,1999,31
15-49 years old,2000,31
15-49 years old,2001,31
15-49 years old,2002,30
15-49 years old,2003,30
15-49 years old,2004,29
15-49 years old,2005,29
15-49 years old,2006,28
15-49 years old,2007,28
15-49 years old,2008,26
15-49 years old,2009,24
15-49 years old,2010,24
15-49 years old,2011,23
15-49 years old,2012,22
15-49 years old,2013,21
15-49 years old,2014,20
15-49 years old,2015,20
15-49 years old,2016,19
15-49 years old,2017,18
15-49 years old,2018,17
15-49 years old,2019,17
15-49 years old,1990,346
15-49 years old,1991,341
15-49 years old,1992,345
15-49 years old,1993,361
15-49 years old,1994,375
15-49 years old,1995,380
15-49 years old,1996,375
15-49 years old,1997,365
15-49 years old,1998,347
15-49 years old,1999,333
15-49 years old,2000,324
15-49 years old,2001,306
15-49 years old,2002,298
15-49 years old,2003,293
15-49 years old,2004,295
15-49 years old,2005,301
15-49 years old,2006,304
15-49 years old,2007,311
15-49 years old,2008,318
15-49 years old,2009,322
15-49 years old,2010,329
15-49 years old,2011,334
15-49 years old,2012,337
15-49 years old,2013,338
15-49 years old,2014,338
15-49 years old,2015,333
15-49 years old,2016,329
15-49 years old,2017,327
15-49 years old,2018,324
15-49 years old,2019,322
15-49 years old,1990,408
15-49 years old,1991,404
15-49 years old,1992,394
15-49 years old,1993,382
15-49 years old,1994,368
15-49 years old,1995,353
15-49 years old,1996,336
15-49 years old,1997,318
15-49 years old,1998,299
15-49 years old,1999,279
15-49 years old,2000,264
15-49 years old,2001,247
15-49 years old,2002,230
15-49 years old,2003,213
15-49 years old,2004,200
15-49 years old,2005,184
15-49 years old,2006,170
15-49 years old,2007,154
15-49 years old,2008,140
15-49 years old,2009,130
15-49 years old,2010,119
15-49 years old,2011,111
15-49 years old,2012,101
15-49 years old,2013,95
15-49 years old,2014,89
15-49 years old,2015,84
15-49 years old,2016,79
15-49 years old,2017,75
15-49 years old,2018,72
15-49 years old,2019,68
15-49 years old,1990,20
15-49 years old,1991,20
15-49 years old,1992,21
15-49 years old,1993,20
15-49 years old,1994,21
15-49 years old,1995,22
15-49 years old,1996,23
15-49 years old,1997,24
15-49 years old,1998,26
15-49 years old,1999,28
15-49 years old,2000,29
15-49 years old,2001,28
15-49 years old,2002,29
15-49 years old,2003,28
15-49 years old,2004,26
15-49 years old,2005,25
15-49 years old,2006,23
15-49 years old,2007,21
15-49 years old,2008,20
15-49 years old,2009,19
15-49 years old,2010,19
15-49 years old,2011,17
15-49 years old,2012,17
15-49 years old,2013,17
15-49 years old,2014,16
15-49 years old,2015,16
15-49 years old,2016,16
15-49 years old,2017,16
15-49 years old,2018,16
15-49 years old,2019,16
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,598
15-49 years old,1991,563
15-49 years old,1992,528
15-49 years old,1993,499
15-49 years old,1994,465
15-49 years old,1995,427
15-49 years old,1996,386
15-49 years old,1997,349
15-49 years old,1998,316
15-49 years old,1999,288
15-49 years old,2000,259
15-49 years old,2001,233
15-49 years old,2002,214
15-49 years old,2003,198
15-49 years old,2004,186
15-49 years old,2005,176
15-49 years old,2006,167
15-49 years old,2007,162
15-49 years old,2008,154
15-49 years old,2009,148
15-49 years old,2010,145
15-49 years old,2011,141
15-49 years old,2012,138
15-49 years old,2013,135
15-49 years old,2014,132
15-49 years old,2015,132
15-49 years old,2016,131
15-49 years old,2017,129
15-49 years old,2018,126
15-49 years old,2019,124
15-49 years old,1990,3
15-49 years old,1991,3
15-49 years old,1992,3
15-49 years old,1993,4
15-49 years old,1994,4
