Series,Year,Deaths
15-49 years old,1995,4
15-49 years old,1996,4
15-49 years old,1997,4
15-49 years old,1998,4
15-49 years old,1999,4
15-49 years old,2000,4
15-49 years old,2001,4
15-49 years old,2002,4
15-49 years old,2003,4
15-49 years old,2004,4
15-49 years old,2005,4
15-49 years old,2006,3
15-49 years old,2007,3
15-49 years old,2008,3
15-49 years old,2009,3
15-49 years old,2010,3
15-49 years old,2011,2
15-49 years old,2012,2
15-49 years old,2013,2
15-49 years old,2014,2
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,12
15-49 years old,1991,13
15-49 years old,1992,13
15-49 years old,1993,14
15-49 years old,1994,13
15-49 years old,1995,13
15-49 years old,1996,14
15-49 years old,1997,13
15-49 years old,1998,13
15-49 years old,1999,13
15-49 years old,2000,12
15-49 years old,2001,13
15-49 years old,2002,13
15-49 years old,2003,12
15-49 years old,2004,12
15-49 years old,2005,13
15-49 years old,2006,11
15-49 years old,2007,11
15-49 years old,2008,12
15-49 years old,2009,12
15-49 years old,2010,11
15-49 years old,2011,12
15-49 years old,2012,11
15-49 years old,2013,11
15-49 years old,2014,12
15-49 years old,2015,11
15-49 years old,2016,12
15-49 years old,2017,11
15-49 years old,2018,11
15-49 years old,2019,11
15-49 years old,1990,49
15-49 years old,1991,49
15-49 years old,1992,50
15-49 years old,1993,51
15-49 years old,1994,52
15-49 years old,1995,54
15-49 years old,1996,53
15-49 years old,1997,55
15-49 years old,1998,56
15-49 years old,1999,57
15-49 years old,2000,57
15-49 years old,2001,58
15-49 years old,2002,58
15-49 years old,2003,57
15-49 years old,2004,55
15-49 years old,2005,54
15-49 years old,2006,52
15-49 years old,2007,51
15-49 years old,2008,48
15-49 years old,2009,46
15-49 years old,2010,44
15-49 years old,2011,43
15-49 years old,2012,43
15-49 years old,2013,43
15-49 years old,2014,43
15-49 years old,2015,43
15-49 years old,2016,43
15-49 years old,2017,44
15-49 years old,2018,44
15-49 years old,2019,44
15-49 years old,1990,166
15-49 years old,1991,170
15-49 years old,1992,172
15-49 years old,1993,173
15-49 years old,1994,176
15-49 years old,1995,179
15-49 years old,1996,181
15-49 years old,1997,187
15-49 years old,1998,192
15-49 years old,1999,194
15-49 years old,2000,193
15-49 years old,2001,200
15-49 years old,2002,202
15-49 years old,2003,206
15-49 years old,2004,186
15-49 years old,2005,167
15-49 years old,2006,158
15-49 years old,2007,152
15-49 years old,2008,143
15-49 years old,2009,142
15-49 years old,2010,141
15-49 years old,2011,140
15-49 years old,2012,141
15-49 years old,2013,141
15-49 years old,2014,140
15-49 years old,2015,136
15-49 years old,2016,135
15-49 years old,2017,133
15-49 years old,2018,125
15-49 years old,2019,121
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,77
15-49 years old,1991,79
15-49 years old,1992,82
15-49 years old,1993,86
15-49 years old,1994,88
15-49 years old,1995,92
15-49 years old,1996,94
15-49 years old,1997,98
15-49 years old,1998,100
15-49 years old,1999,108
15-49 years old,2000,112
15-49 years old,2001,113
15-49 years old,2002,115
15-49 years old,2003,112
15-49 years old,2004,110
15-49 years old,2005,111
15-49 years old,2006,109
15-49 years old,2007,107
15-49 years old,2008,108
15-49 years old,2009,107
15-49 years old,2010,105
15-49 years old,2011,105
15-49 years old,2012,104
15-49 years old,2013,106
15-49 years old,2014,107
15-49 years old,2015,111
15-49 years old,2016,115
15-49 years old,2017,111
15-49 years old,2018,108
15-49 years old,2019,105
15-49 years old,1990,68
15-49 years old,1991,62
15-49 years old,1992,57
15-49 years old,1993,54
15-49 years old,1994,52
15-49 years old,1995,12496
15-49 years old,1996,5777
15-49 years old,1997,5872
15-49 years old,1998,5988
15-49 years old,1999,6128
15-49 years old,2000,10273
15-49 years old,2001,10404
15-49 years old,2002,10512
15-49 years old,2003,45
15-49 years old,2004,43
15-49 years old,2005,42
15-49 years old,2006,41
15-49 years old,2007,40
15-49 years old,2008,39
15-49 years old,2009,38
15-49 years old,2010,37
15-49 years old,2011,37
15-49 years old,2012,36
15-49 years old,2013,35
15-49 years old,2014,34
15-49 years old,2015,33
15-49 years old,2016,32
15-49 years old,2017,32
15-49 years old,2018,31
15-49 years old,2019,30
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,1117
15-49 years old,1991,1134
15-49 years old,1992,1141
15-49 years old,1993,1160
15-49 years old,1994,1168
15-49 years old,1995,1171
15-49 years old,1996,1149
15-49 years old,1997,1152
15-49 years old,1998,1145
15-49 years old,1999,1107
15-49 years old,2000,1057
15-49 years old,2001,1016
15-49 years old,2002,995
15-49 years old,2003,976
15-49 years old,2004,936
15-49 years old,2005,930
15-49 years old,2006,907
15-49 years old,2007,912
15-49 years old,2008,922
15-49 years old,2009,924
15-49 years old,2010,893
15-49 years old,2011,863
15-49 years old,2012,842
15-49 years old,2013,846
15-49 years old,2014,839
15-49 years old,2015,832
15-49 years old,2016,842
15-49 years old,2017,861
15-49 years old,2018,876
15-49 years old,2019,857
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,467
15-49 years old,1991,476
15-49 years old,1992,464
15-49 years old,1993,482
15-49 years old,1994,451
15-49 years old,1995,485
15-49 years old,1996,471
15-49 years old,1997,450
15-49 years old,1998,435
15-49 years old,1999,423
15-49 years old,2000,414
15-49 years old,2001,398
15-49 years old,2002,390
15-49 years old,2003,358
15-49 years old,2004,370
15-49 years old,2005,361
15-49 years old,2006,349
15-49 years old,2007,343
15-49 years old,2008,359
15-49 years old,2009,355
15-49 years old,2010,350
15-49 years old,2011,364
15-49 years old,2012,368
15-49 years old,2013,368
15-49 years old,2014,391
15-49 years old,2015,390
15-49 years old,2016,401
15-49 years old,2017,406
15-49 years old,2018,387
15-49 years old,2019,370
15-49 years old,1990,0
15-49 years old,1991,0
15-49 years old,1992,0
15-49 years old,1993,0
15-49 years old,1994,0
15-49 years old,1995,0
15-49 years old,1996,0
15-49 years old,1997,0
15-49 years old,1998,0
15-49 years old,1999,0
15-49 years old,2000,0
15-49 years old,2001,0
15-49 years old,2002,0
15-49 years old,2003,0
15-49 years old,2004,0
15-49 years old,2005,0
15-49 years old,2006,0
15-49 years old,2007,0
15-49 years old,2008,0
15-49 years old,2009,0
15-49 years old,2010,0
15-49 years old,2011,0
15-49 years old,2012,0
15-49 years old,2013,0
15-49 years old,2014,0
15-49 years old,2015,0
15-49 years old,2016,0
15-49 years old,2017,0
15-49 years old,2018,0
15-49 years old,2019,0
15-49 years old,1990,1
15-49 years old,1991,1
15-49 years old,1992,1
15-49 years old,1993,1
15-49 years old,1994,1
15-49 years old,1995,1
15-49 years old,1996,1
15-49 years old,1997,1
15-49 years old,1998,1
15-49 years old,1999,1
15-49 years old,2000,1
15-49 years old,2001,1
15-49 years old,2002,1
15-49 years old,2003,1
15-49 years old,2004,1
15-49 years old,2005,1
15-49 years old,2006,1
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,1
15-49 years old,2010,1
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,6
15-49 years old,1991,6
15-49 years old,1992,7
15-49 years old,1993,7
15-49 years old,1994,8
15-49 years old,1995,8
15-49 years old,1996,9
15-49 years old,1997,9
15-49 years old,1998,10
15-49 years old,1999,11
15-49 years old,2000,10
15-49 years old,2001,10
15-49 years old,2002,10
15-49 years old,2003,10
15-49 years old,2004,9
15-49 years old,2005,9
15-49 years old,2006,9
15-49 years old,2007,9
15-49 years old,2008,9
15-49 years old,2009,9
15-49 years old,2010,9
15-49 years old,2011,9
15-49 years old,2012,9
15-49 years old,2013,9
15-49 years old,2014,9
15-49 years old,2015,9
15-49 years old,2016,9
15-49 years old,2017,9
15-49 years old,2018,9
15-49 years old,2019,9
15-49 years old,1990,11
15-49 years old,1991,11
15-49 years old,1992,11
15-49 years old,1993,11
15-49 years old,1994,11
15-49 years old,1995,11
15-49 years old,1996,12
15-49 years old,1997,13
15-49 years old,1998,15
15-49 years old,1999,13
15-49 years old,2000,13
15-49 years old,2001,13
15-49 years old,2002,14
15-49 years old,2003,14
15-49 years old,2004,15
15-49 years old,2005,15
15-49 years old,2006,16
15-49 years old,2007,16
15-49 years old,2008,17
15-49 years old,2009,17
15-49 years old,2010,17
15-49 years old,2011,18
15-49 years old,2012,18
15-49 years old,2013,17
15-49 years old,2014,17
15-49 years old,2015,19
15-49 years old,2016,16
15-49 years old,2017,16
15-49 years old,2018,16
15-49 years old,2019,16
15-49 years old,1990,5
15-49 years old,1991,5
15-49 years old,1992,6
15-49 years old,1993,6
15-49 years old,1994,6
15-49 years old,1995,7
15-49 years old,1996,7
15-49 years old,1997,8
15-49 years old,1998,8
15-49 years old,1999,9
15-49 years old,2000,10
15-49 years old,2001,11
15-49 years old,2002,11
15-49 years old,2003,12
15-49 years old,2004,13
15-49 years old,2005,14
15-49 years old,2006,14
15-49 years old,2007,14
15-49 years old,2008,16
15-49 years old,2009,16
15-49 years old,2010,16
15-49 years old,2011,16
15-49 years old,2012,16
15-49 years old,2013,17
15-49 years old,2014,17
15-49 years old,2015,18
15-49 years old,2016,19
15-49 years old,2017,19
15-49 years old,2018,19
15-49 years old,2019,19
15-49 years old,1990,190
15-49 years old,1991,179
15-49 years old,1992,199
15-49 years old,1993,204
15-49 years old,1994,207
15-49 years old,1995,211
15-49 years old,1996,201
15-49 years old,1997,196
15-49 years old,1998,188
15-49 years old,1999,178
15-49 years old,2000,173
15-49 years old,2001,161
15-49 years old,2002,159
15-49 years old,2003,160
15-49 years old,2004,147
15-49 years old,2005,141
15-49 years old,2006,129
15-49 years old,2007,117
15-49 years old,2008,112
15-49 years old,2009,123
15-49 years old,2010,123
15-49 years old,2011,116
15-49 years old,2012,111
15-49 years old,2013,103
15-49 years old,2014,96
15-49 years old,2015,93
15-49 years old,2016,91
15-49 years old,2017,94
15-49 years old,2018,95
15-49 years old,2019,97
15-49 years old,1990,330
15-49 years old,1991,317
15-49 years old,1992,311
15-49 years old,1993,305
15-49 years old,1994,296
15-49 years old,1995,287
15-49 years old,1996,287
15-49 years old,1997,280
15-49 years old,1998,277
15-49 years old,1999,264
15-49 years old,2000,261
15-49 years old,2001,264
15-49 years old,2002,261
15-49 years old,2003,260
15-49 years old,2004,263
15-49 years old,2005,270
15-49 years old,2006,274
15-49 years old,2007,275
15-49 years old,2008,283
15-49 years old,2009,290
15-49 years old,2010,293
15-49 years old,2011,294
15-49 years old,2012,296
15-49 years old,2013,296
15-49 years old,2014,298
15-49 years old,2015,301
15-49 years old,2016,291
15-49 years old,2017,286
15-49 years old,2018,278
15-49 years old,2019,271
15-49 years old,1990,5
15-49 years old,1991,6
15-49 years old,1992,7
15-49 years old,1993,8
15-49 years old,1994,8
15-49 years old,1995,9
15-49 years old,1996,10
15-49 years old,1997,11
15-49 years old,1998,13
15-49 years old,1999,15
15-49 years old,2000,14
15-49 years old,2001,13
15-49 years old,2002,13
15-49 years old,2003,11
15-49 years old,2004,12
15-49 years old,2005,11
15-49 years old,2006,11
15-49 years old,2007,11
15-49 years old,2008,11
15-49 years old,2009,10
15-49 years old,2010,9
15-49 years old,2011,9
15-49 years old,2012,9
15-49 years old,2013,9
15-49 years old,2014,9
15-49 years old,2015,9
15-49 years old,2016,9
15-49 years old,2017,9
15-49 years old,2018,9
15-49 years old,2019,9
15-49 years old,1990,2
15-49 years old,1991,2
15-49 years old,1992,2
15-49 years old,1993,2
15-49 years old,1994,2
15-49 years old,1995,2
15-49 years old,1996,2
15-49 years old,1997,2
15-49 years old,1998,2
15-49 years old,1999,2
15-49 years old,2000,2
15-49 years old,2001,2
15-49 years old,2002,2
15-49 years old,2003,2
15-49 years old,2004,2
15-49 years old,2005,2
15-49 years old,2006,2
15-49 years old,2007,1
15-49 years old,2008,1
15-49 years old,2009,1
15-49 years old,2010,1
15-49 years old,2011,1
15-49 years old,2012,1
15-49 years old,2013,1
15-49 years old,2014,1
15-49 years old,2015,1
15-49 years old,2016,1
15-49 years old,2017,1
15-49 years old,2018,1
15-49 years old,2019,1
15-49 years old,1990,4
15-49 years old,1991,4
15-49 years old,1992,4
15-49 years old,1993,5
15-49 years old,1994,5
15-49 years old,1995,5
15-49 years old,1996,5
15-49 years old,1997,5
15-49 years old,1998,5
15-49 years old,1999,5
15-49 years old,2000,5
15-49 years old,2001,5
15-49 years old,2002,4
15-49 years old,2003,4
15-49 years old,2004,4
15-49 years old,2005,4
15-49 years old,2006,4
15-49 years old,2007,4
